symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags,research_score,structural_events_count,caution_flags_count,key_observations_count,rank
ASH,Distribution,High,62,Mixed,Bearish intermediate trend with corrective rallies | Prior uptrend peaked ~65-68 range | Lower highs and lower lows dominant from Jan through Mar | Strong recovery attempt Apr-Jun but meeting supply at prior resistance zone,"Effort up on 2026-06-09 (2.5M vol, +5.0 close) suggests absorption or genuine demand | Large effort on 2026-04-29 (2.7M vol, -8+ points) = climactic selling (SC/LPSY) | May volume spikes with modest price progress = effort not yielding proportionate result (distribution signal)",Climactic volume on 2026-04-29 (SC candidate) | High volume rally 2026-06-09 into resistance | Elevated volume on upthrusts into 64-68 zone with stalling | Volume declining on rally attempts post-June 10 = weakening demand | Volume spikes on down days Feb-Mar confirm supply dominance,"Mixed signals — Apr-May price behavior resembles re-accumulation or relief rally after selling climax | However, rally into 65-68 zone (prior distribution range) with volume stalling suggests Distribution Phase B/C dynamic | Net read: distribution at highs, potential secondary test of climax lows ahead",Likely distributing into strength above 64-68 | Absorbed selling climax in late April | Now re-distributing or testing supply at prior range highs | Retail participation visible on Jun 9-10 gap-up surge (potential UTAD or bull trap),"PSY (Preliminary Supply): ~2026-01-14 (1.3M vol stall at 64.56) | BC (Buying Climax) / Distribution Top: 2026-01-12 to 2026-01-14 (64.35-64.56 zone) | AR (Automatic Reaction): 2026-01-20 to 2026-01-30 decline | ST (Secondary Test): 2026-02-04 to 2026-02-20 range | SOW (Sign of Weakness): 2026-02-25 to 2026-03-13 breakdown | SC (Selling Climax): 2026-04-29 (2.7M vol, close 49.15) | AR (Accumulation): 2026-04-30 rebound | Secondary Test: 2026-05-01 to 2026-05-11 | SOS (Sign of Strength) attempt: 2026-06-09 surge | UTAD candidate: 2026-06-18 (67.92 high, 1.2M vol) | Possible LPSY: 2026-06-22 to 2026-06-26 fade",Jan-Mar structure shows classic distribution range (59-65) followed by markdown | Apr-29 climactic drop to ~48.23 intraday = potential SC but also consistent with LPSY from higher distribution | Jun-09 gap-up surge on 2.5M vol into 62-65 zone = possible SOS or UTAD | Price reaching back into prior distribution zone 63-68 with declining volume post Jun-10 = supply re-entering | Jun-22 to Jun-26 showing lower highs and increased volume on down bars = renewed weakness,Wide price swings make phase boundaries ambiguous,28,11,1,5,11
PBI,Markup,High,78,Clean,Bullish | Higher highs and higher lows sustained from March lows (~9.69) through June highs (~18.12) | Accelerating slope in April-June suggests parabolic extension,Mixed | Early markup (Mar-Apr): strong effort with proportional results | Late stage (May-Jun): diminishing bar range relative to volume on pullbacks suggests absorption | Jun-26 spike to 18.12 on 7.99M volume = potential climactic action,Accumulation-phase low volume (Jan-Feb ~1M-2M avg) | Breakout surge Feb-18 (6.38M) = SOS signal | Climactic volume Apr-21/22 (9.82M/8.02M) | Persistent elevated volume May-Jun with distribution warnings | Jun-18 (8.01M) and Jun-26 (7.99M) = potential Buying Climax candidates,Accumulation completed Jan-Mar in ~9.69-10.95 range | Distribution risk emerging at current highs 17-18+ zone | No confirmed distribution structure yet but climactic signals warranting caution,Aggressively marked up from base | Likely testing supply zones above 18.00 | Behavior on Jun-26 close (18.12 on high volume) suggests possible UTAD or BC setup forming,"SC/ST candidates: Jan-06 (3.55M selloff to 9.82) | Spring: Mar-18/19 (low 9.69, vol 4.45M/3.87M) | SOS: Feb-18 (11.62 high, 6.38M) | LPS: Mar-23 to Mar-31 consolidation | Markup acceleration: Apr-17 (4.91M gap up) | BC candidates: Apr-21 (9.82M) | Jun-18 (8.01M) | Jun-26 (7.99M, new high 18.12)",Base range Jan-Mar: ~9.69-10.95 (~13% width) | Total markup from Spring low 9.69 to Jun-26 high 18.12 = +87% | Parabolic acceleration began Apr-17 | Three potential Buying Climax events in Apr-Jun | Jun-22 to Jun-25 showed sideways/narrow action after highs = possible AR forming | Jun-26 breakout to 18.12 on renewed high volume = critical juncture,Potential BC/UTAD on Jun-26 at 18.12 with 7.99M volume | Three climactic volume events without sustained new high velocity = supply entering | Spread narrowing on high volume in May (absorption or distribution) | Distance from 200-period mean extreme | No confirmed distribution structure yet but risk elevated | Any close back below 17.00 with volume increases BC/distribution probability significantly,27,8,6,6,12
NWBI,Distribution,High,72,Clean,Bullish | Higher lows and higher highs dominant from Jan lows | Acceleration visible Apr-Jun | Recent deceleration at 15.00+ zone,Mixed | Jan-Apr strong effort-result alignment | Feb pullback showed effort without breakdown | Jun 18 spike (3.74M vol) minimal price gain = divergence signal | Jun 26 high volume (3.3M) at new highs but narrow range = potential supply,"Expanding on markup phases | Climactic spikes: Mar-20 (8.82M), Mar-25 (5.45M), Jun-18 (3.74M), Jun-26 (3.3M) | Volume drying up on dips = bullish | Recent volume surges at highs with limited follow-through = caution",Prior Accumulation completed Jan-Mar (~11.76-12.50 range) | Full markup underway | Early distribution signals appearing at 14.80-15.20 zone,Actively distributed accumulated positions into markup | Mar-20 climactic volume likely institutional absorption/test | Current behavior suggests CO may be engineering final markup or beginning distribution,"Spring/SC: Mar-09 (2.09M, low 11.76) | Sign of Strength: Mar-20 (8.82M breakout attempt) | Secondary Test: Mar-23/25 | LPS: Apr area 12.42-12.58 | Markup acceleration: Apr-28 (2.25M thrust to 14.26) | Potential Buying Climax: Jun-12/15 (14.80-14.93) | Automatic Reaction: Jun-17 (1.40M pullback) | Secondary Test of BC: Jun-18 (3.74M) | Potential UTAD/SOW developing: Jun-26 (3.3M, 15.205 high)",Base range: 11.76-12.50 (Jan-Mar) fully resolved upward | Total advance ~27% from spring low | Three climactic volume events in Jun suggest supply entering | Price compressing near 15.00-15.20 resistance | Feb consolidation (13.01-13.47) served as successful re-accumulation | Apr-28 gap-up thrust confirmed markup continuation | Jun high-volume days showing diminishing price response,Mar-20 anomalous volume (8.82M = 8x avg) never fully explained = institutional activity | Jun-18 (3.74M) = effort without result = supply absorption | Jun-26 (3.3M) narrow range at new high = potential UTAD | Price at extended levels ~27% above base = distribution risk elevated | Potential Phase A distribution forming above 14.80 | No confirmed breakdown yet but watch for SOW below 14.35,27,9,6,7,13
WTTR,Accumulation,High,62,Clean,Primary uptrend from ~10.75 (Jan 7) to ~20.48 (May 20) | Consolidation/pullback May 20–Jun 17 | Late surge Jun 25–26 potentially Upthrust or renewed markup,"Feb 20 climactic drop on 9.75M vol with limited downside recovery = selling effort absorbed | Apr 22–24 breakout on 3.8M–5.3M vol = strong effort with result | May 6 wide spread up on 3.5M = effort confirmed | Jun 26 surge 8.99M vol closing near high = large effort, result bullish but context suspicious",Jan–Feb: low-moderate volume on base | Feb 17–18: climactic spike (BC/SOS signal) | Feb 20: extreme vol (9.75M) on reversal = Selling Climax echo | Apr 22–24: high vol breakout | May 6: high vol wide bar | May 20 onward: declining vol on highs = distribution warning | Jun 18: 3.4M vol on sharp drop = Sign of Weakness | Jun 26: 8.99M vol spike = potential Terminal Shakeout or Upthrust After Distribution,Early Jan–Feb: Accumulation (Phase A/B) | Feb–Apr: Markup | Apr–May 20: Potential Distribution Phase A/B | May 20–Jun 17: Phase B/C Distribution consolidation | Jun 26 spike: ambiguous — could be UTAD or breakout,Absorbed supply Jan–Feb at 10.75–11.50 | Marked up aggressively Feb–May | Showing signs of distributing into strength May–Jun | Jun 26 spike may be final shakeout or CO-engineered UTAD to trap late longs,Selling Climax (SC): Feb 20 ~9.75M vol | Automatic Rally (AR): Feb 24–26 | Sign of Strength (SOS): Apr 22–24 breakout | Buying Climax (BC): May 19–20 near 20.18–20.48 | Sign of Weakness (SOW): Jun 5 drop + Jun 18 wide-range down bar 3.4M vol | Potential UTAD: Jun 26 spike to 19.66 on 8.99M vol,Range established ~17.70–20.48 post-markup | Volume declining into May highs = classic distribution warning | Jun 18 wide-range down bar on elevated vol = professional selling | Jun 26 high-volume surge closes strong but occurs after SOW signals = UTAD probability elevated | If price fails to hold above 19.00–19.20 post Jun 26 = distribution confirmed | Re-accumulation possible if Jun 26 holds and volume supports continuation,Jun 26 8.99M vol spike is anomalous — verify for news/catalyst | UTAD vs genuine breakout cannot be confirmed without subsequent price action | Distribution range not fully formed — re-accumulation remains alternative | Low-float/thin instrument behavior may distort Wyckoff signals | SOW on Jun 18 not yet fully negated,27,6,5,6,14
SGRY,Accumulation,High,62,Mixed,Primary downtrend from Jan high (~16.44) into March low (~11.45) | Basing range established Mar–May (~11.45–12.65) | Higher lows forming Apr–Jun | Breakout attempt Jun with price reclaiming 15.00+ zone,Feb 11 massive volume spike (5.2M) produced large range up bar — climactic buying/absorption | Mar 3 gap-down on 5.8M volume (Selling Climax / UTAD shakeout) with price recovering | Jun 11–12 upside thrust on expanding volume — effort aligns with result bullishly | Recent Jun 26 surge (2.74M) closes near high — positive effort/result,Climactic selling volume Mar 3 (~5.88M) — SC candidate | Shakeout Feb 11 (~5.24M) — spring-like action | Volume contracting during Feb–May basing — reduced supply | Volume expanding on Jun upside thrusts — demand entering | Low volume pullbacks (Jun 16–23) — normal secondary test behavior,Accumulation — evidence of supply absorption in Mar–May range | Demand re-emerging on Jun breakout | Distribution phase ended Jan–Feb with markdown into Mar lows,Absorbing supply in 11.45–13.50 range Mar–May | Allowing shakeout below support (Mar 27 low ~11.45) to clear weak hands | Markup campaign appearing to begin Jun 2026,"Preliminary Supply (PSY): Jan 12–16 (~16.30 area) | Buying Climax (BC): Jan 8 (~16.28, vol 2.27M) | Automatic Reaction (AR): Jan 27–29 (~14.35) | Secondary Test (ST): Feb 12–13 (~16.00) | Sign of Weakness (SOW): Mar 3 gap-down (~12.25, vol 5.88M) | Selling Climax (SC): Mar 3 (~12.25) | Spring/Shakeout: Mar 27 (~11.45, lowest close) | LPS (Last Point of Support): Apr 1–2 (~12.18–12.26) | SOS (Sign of Strength): Jun 11–12 (price thrust to 15.31, vol expanding) | BU (Back-Up): Jun 15–23 pullback to ~14.23–14.55 | Continuation SOS: Jun 24–26 (~15.22–15.82)","Mar 27 low (11.45) represents probable Spring — lowest point in structure with volume declining | Feb 11 climactic bar (5.24M, wide range up) indicates aggressive absorption | Jun 11–12 SOS bar breaks above prior resistance (~14.94–15.31) on strong volume | Jun 15 pullback (BU/LPS) holds above prior resistance — classic re-test | Jun 26 closes at high of range (~15.82) on highest recent volume (2.74M) — bullish | Price reclaimed 15.00+ level lost in late Jan markdown — structural significance | Accumulation range approximately 11.45–13.50 | Markup phase appears initiated",No definitive BCLPS confirmation — possible re-test of 14.00–14.50 zone still viable | Mar 3 gap-,27,11,2,8,15
TWO,Accumulation,High,62,Mixed,Primary uptrend from ~8.78 (Mar-09 SC) to 14.17 (Jan-16 PSY/BC) | Sharp markdown to ~8.78 | Recovery rally to ~12.70 zone | Current narrow consolidation 12.22–12.70 range,"Jan-09 high-volume thrust (11.6M) with large price expansion = effort confirming result | Mar-19 (16.5M) spring-recovery = strong effort with strong result | May-01 (7.6M) gap-up = effort with result | Recent low-volume sideways = effort declining, price stable = absorption signal",Climactic volume Jan-09 (~11.6M) at peak = Buying Climax candidate | Selling Climax Mar-09/18 area on elevated volume | Mar-19 (16.5M) = Spring or SOS confirmation | Volume contracting sharply in Jun consolidation (556K–2.3M) = supply drying up | Narrow range + declining volume = classic re-accumulation or distribution hinge,Phase A completed: PSY=14.17 | BC=14.17 (Jan-16) | AR=~8.78 (Mar-09) | ST=~10.33 (Feb-27 area) | Phase B: Spring at 8.78 (Mar-09) | Phase C: SOS rally Mar-19 with LPS cluster Apr–May | Phase D/E: Possible markup underway but stalling near 12.70 resistance,"Evidence of controlled absorption in late Apr (sub-1M volume, minimal spread) | Markup initiated May-01 with professional volume | Current tight range suggests CO testing supply before next move | No definitive distribution signs yet but prolonged stall near resistance warrants caution","PSY: 2026-01-16 @ 14.17 | BC: 2026-01-16 @ 14.17 | AR: 2026-03-09 @ 8.78 | Secondary Test: 2026-02-25 @ 9.00 | Spring: 2026-03-09 @ 8.78 | SOS: 2026-03-19 (16.5M vol, strong close) | LPS cluster: 2026-04-07 to 2026-04-29 @ 10.94–11.02 | BU/Re-test: 2026-04-29 to 2026-05-01 gap-up | Current range top: ~12.70 | Current range support: ~12.22","1. Full markdown from 14.17 to 8.78 (-38%) completed classic Phase A | 2. Spring + SOS on Mar-19 with highest volume in dataset (16.5M) = high conviction reversal | 3. LPS at 10.94–11.02 zone showed tight spreads and declining volume = textbook absorption | 4. May-01 gap-up on 7.6M = Phase D SOS or markup launch | 5. Jun consolidation extremely tight (12.22–12.43 range, <100 bps) on low volume = hinge/spring coiling | 6. Price holding above all prior LPS levels",No confirmed breakout above 12.70 resistance yet | Prolonged stall in tight,27,10,2,6,16
SBLK,Distribution,High,74,Mixed,Bearish — lower highs forming from ~28.28 peak | Price breaking below TR support (~26.50) | Recent close 24.40 confirms markdown acceleration,"Bearish divergence — large effort (high volume) on down days (2026-02-25/26, 03-04, 06-24/26) producing significant price decline | Rally attempts on declining volume show weak demand","Distribution signature confirmed — climactic volume at highs (02-20: 2.3M, 02-24: 2.2M, 02-25: 3.0M, 02-26: 4.5M) | Supply overwhelming demand on breaks | Diminishing volume on bounces | Final bar (06-26) 1.69M with wide spread decline = active markdown",DISTRIBUTION — price peaked ~28.28 (05-21 UTAD candidate) | TR established 25.00–27.50 approx. | Repeated failures to hold above 27.50 | Consistent lower closes into support breaks,Distributing — offloading inventory evidenced by high-volume price rejection at tops | Weak hands absorbing supply on rallies | Active markdown now underway below TR,PSY: ~23.29 (02-09) | BC: ~27.20 (03-02) | AR: ~23.44 (03-06) | ST: ~25.63 (03-04) | UTAD: ~28.28 (05-21) | SOW#1: 03-04/06 break | SOW#2: 06-18 break below 25.80 | LPSY: ~27.15 (06-11/15) | Sign of Markdown: 06-26 close 24.40,UTAD confirmed at 28.28 on elevated volume with immediate rejection | 06-26 close at 24.40 breaches key TR floor ~25.00 | Multiple LPSY formations between 26.50–27.50 | No meaningful absorption at current lows yet | Markdown phase likely early stage,"Mid-range structure (Mar–Apr) could be interpreted as re-accumulation, reducing confidence | Limited data below 23.44 to confirm full markdown extent | Volume on 06-26 not climactic — may see brief bounce before continuation | Watch 23.50 area (prior AR low) as next key support test",26,9,4,5,17
RAMP,Distribution,High,62,Clean,Bullish base (Jan–Feb lows) → Markup (Feb–Mar) → Pullback/Re-test (Mar–Apr) → Secondary Markup (Apr–May) → Gap-Up Discontinuity (May 18) → Tight Range Consolidation (May 18–Jun 26),Pre-gap: effort and result aligned positively | Gap event: extreme volume (13M+) with minimal price discovery — divergence signal | Post-gap: high volume on narrow range = absorption or distribution effort; declining spread with sustained volume = weak result for effort,Jan–Feb: elevated on down-bars (selling pressure) | Feb–Mar: rising volume on up-bars (accumulation/markup confirmation) | Apr–May: moderate volume markup | May 18: climactic volume spike (13.1M vs prior avg ~500K) = Buying Climax candidate | Post-gap: persistently elevated volume (1M–4.7M) on tight range = churning,Jan 13–Feb 6: Selling Climax / Automatic Rally pattern — accumulation likely | Feb–May: Markup consistent with completed accumulation | May 18 gap: potential Buying Climax initiating distribution phase | Post-gap tight range: possible Automatic Reaction suppressed — range-bound distribution building,"Early phase: CO absorbed supply aggressively (Feb lows, high-volume reversal) | Markup executed efficiently | Post-gap behavior suggests CO may be distributing into gap strength; narrow range maintenance with high volume is classic CO supply offloading","Selling Climax: ~2026-02-03 (22.32 low, 753K vol) | Automatic Rally: 2026-02-04 to 2026-02-06 | Secondary Test: 2026-02-11 to 2026-02-12 | Sign of Strength: 2026-02-24 to 2026-02-26 | Last Point of Support: 2026-03-20 to 2026-03-27 | Markup continuation: Apr–May | Buying Climax Candidate: 2026-05-18 (gap to 37.77, 13.1M vol) | Automatic Reaction suppressed/narrow: May 19 onward | Upthrust candidate: 2026-06-10 (37.92 high, faded)",Gap from ~29.66 to 37.77 (~27% overnight) on 26x average volume is a structural anomaly — likely news/catalyst driven | Post-gap price locked in 37.24–37.92 range for 28+ sessions | Volume remains 3–9x pre-gap average suggesting active participation | Spread consistently narrow post-gap = price resistance to movement | No clean breakout above 37.92 | Minor lower highs forming within range (37.92 → 37.83 → 37.74) | Doji-like closes dominate post-gap = indecision and balance,Gap event is external catalyst-driven — classical Wyckoff models less reliable post-discontinuity | Insufficient post-gap data to confirm full distribution schematic | No confirmed UTAD or clear SOW yet | Tight range could resolve upward if cause-building continues | Phase assignment tentative pending range resolution direction | Low spread post-gap,26,9,6,7,18
IMAX,Accumulation,High,62,Mixed,Broad uptrend from Jan lows (~33.30) to Jun highs (~45.52) now showing topping/distribution signals; lower highs forming post-45.52 peak,"Effort-Result divergence present — large volume on Feb-26 spike (4.2M, +~13%) showed strong result but subsequent rallies show diminishing results on similar/lower effort; Jun-10 thrust (1.7M) partially confirmed but Jun-24/25/26 show high volume with declining closes (bearish divergence)","Accumulation phase (Jan): elevated volume on selling climax ~Jan-07/08 (1.7M-2.0M) | Markup: expanding volume on advances | Distribution top: Jun-24 (1.03M), Jun-25 (1.23M), Jun-26 (1.4M) on declining prices — supply overwhelming demand | May-01 (3.7M) and May-22 (3.9M) anomalous spikes suggesting institutional activity","Early Accumulation: Jan-07/08 Selling Climax (SC) + Automatic Rally (AR) to ~37.61 | Secondary Test Jan-22/23 | Spring-like behavior Jan-27 (low volume, narrow range) | Feb-26 Sign of Strength (SOS) breakout | Distribution: Feb-26 to Jun-17 markup complete | Jun-24/25/26 UTAD/PSY candidates forming",CO accumulated Jan lows 33.30–34.50 | Marked up through Feb-26 breakout (news/event driven) | Distributed into strength Apr–Jun | Now appears to be withdrawing support post-45.52 high,"SC: Jan-07 (35.77–33.63, vol 1.73M) | AR: Jan-16 (37.61) | ST: Jan-22/23 | Spring: Jan-27 (34.38 low, vol 501K minimal) | SOS: Feb-26 (37.11–42.46, vol 4.21M) | Back-Up (BU): Mar-03 to Mar-20 pullback to ~36.50 | Secondary SOS: Jun-10 (42.18) | PSY/UTAD: Jun-17 (45.09 high) | Possible SOW: Jun-25/26 declining on volume | Apr-17 (2.82M, sharp drop to 34.54) = local shakeout or early SOW warning",Jan accumulation base well-defined ~33.30–34.50 | Feb-26 breakout anomalous (4.2M vol = ~6x avg) likely catalyst-driven SOS | May-01 (3.74M) and May-22 (3.89M) high-volume events preceded by weakness — possible secondary distribution or re-accumulation test | Jun-17 peak 45.09 is likely UTAD candidate | Jun-26 close 41.08 on 1.4M vol breaks below Jun support — early SOW signal | Price now ~8.7% off highs in 7 sessions,Single large-volume spike (Feb-26) may be news-driven rather than pure CO action — reduces structural purity | May-01/May-22 spikes create ambiguity (re-accumulation vs. secondary distribution) | Short data history limits,26,10,3,6,19
LEG,Accumulation,High,62,Mixed,Downtrend from Jan peak (~12.77) through March-May lows (~9.10–9.17) | Basing structure forming from late May onward | Higher lows and higher closes emerging in June,"Feb 12 climactic drop on 4.4M volume (high effort, bearish result = selling climax candidate) | Apr 13 massive thrust 21.7M volume (effort → strong upside result = Sign of Strength/markup attempt) | May 7 reversal on 5.7M volume (upthrust/UTAD behavior, effort failed to hold gains) | Late May–June: moderate volume with constructive closes (effort aligning with upside result)","Climactic selling: Feb 12 (4.4M), Feb 13 (3.5M) | Shakeout volume: Mar 20 (2.6M) near lows | SOS thrust: Apr 13 (21.8M), Apr 14 (13M) | Secondary test weakness: Apr–May distribution on elevated vol | Absorption evidence: May 18–21 low vol stabilization near lows | June recovery on moderate rising volume = constructive",Primary distribution: Jan 9–Feb 11 range (~12.24–12.77) | Markdown: Feb 12–May 15 | Re-accumulation base forming: May 15–Jun 26 (~9.10–11.67) | Late June price escaping base = early markup,"Absorbed supply through Feb–May markdown | Shakeout executed Mar 20 and May 7–15 | Accumulation footprint visible in May low-volume stabilization | Markup initiation apparent Jun 24–26 on expanding volume (5.9M, 4.2M)","PSY (Preliminary Supply): Jan 15 high 12.77 | BC (Buying Climax): Jan 15 area | AR (Automatic Reaction): Jan 20–30 drop | ST (Secondary Test): Feb 3–11 re-test of highs | SCOD (Selling Climax): Feb 12 (4.4M vol, wide spread down) | AR-up: Feb 17–19 bounce | Secondary Tests: Feb 20–Mar multiple | Creek/Spring Zone: May 15–19 (~9.10–9.17 lows) | Spring/Shakeout: May 15 (9.14 low) | LPS (Last Point of Support): May 22–Jun 3 | SOS (Sign of Strength): Jun 24 (5.9M, +52c close) | BU (Back-Up): Jun 25–26 holding gains",Jan–Feb topping structure classic distribution with BC and SCOD | Apr 13 SOS attempted markup but failed — price returned to lows (UTAD/false start) | True spring appears May 15–19 at 9.10–9.17 | Volume contraction during May basing = supply exhaustion | June price action shows progressive higher lows and higher highs | Jun 24 breakout on 5.9M volume is most significant SOS event | Jun 26 close at 11.67 near range highs with strong volume = bullish,Apr 13 SOS failed → markup aborted; similar risk exists for current June rally | Price has not yet cleared Jan–Feb supply zone (12.00–12.77) | Volume in June recovery below Apr,26,12,3,7,20
IVT,Distribution,High,72,Mixed,Bullish primary trend from ~27.75 base | Impulsive breakout mid-June 2026 | Rising highs and higher lows intact but momentum decelerating near 36.00,Accumulation phase: good effort-result harmony | Breakout bar (Jun 8) massive volume with strong spread confirming markup | Jun 18 anomalous volume (12M+) with narrow spread and close mid-range signals absorption/potential SOD,Low volume during base consolidation (Jan-Apr) consistent with accumulation | Volume expansion on upthrust (Jun 8-12) confirms markup | Jun 18 ultra-high volume (12.08M vs avg ~500K) with inability to hold gains = climactic behavior | Post-climax volume moderating but price recovering = mixed signal,Jan-Apr: Classic Accumulation (Phase C/D) | Apr-May: Spring retest and LPS confirmation | Jun 8+: Phase E markup | Jun 18 onward: Early Distribution signals (possible PSY/BC formation),Accumulated aggressively 27.75-29.00 range | Marked up through 30-33 range methodically | Accelerated markup to 36+ | Jun 18 climactic bar suggests CO offloading into public buying,SC/PS: Jan 5-9 high volume reversal zone ~29.50 | AR: Jan 9 high ~29.50 | ST/Spring: Jan 28 low ~28.51 | LPS: Feb-Mar consolidation 30.50-31.50 | BU/SOS: Apr-Jun progressive higher lows | Breakout SOS: Jun 8 ~33.88-34.77 | BC candidate: Jun 18 ~34.22-34.49 on 12M volume | UT/AR: Jun 25-26 ~36.17,Jan-Mar base width ~4 weeks narrow range 28.40-29.50 = classic TR | Volume contraction during consolidation phases confirms absorption | Jun 8 breakout on 2.7M (5x avg) = Sign of Strength | Jun 18 volume anomaly (24x avg) on narrow spread = key warning | Price recovering post-Jun 18 but upper resistance forming 35.50-36.27 | Jun 26 close 36.17 near session high = still bullish but extended,Jun 18 ultra-volume climactic bar = potential Buying Climax in broader distribution | Spread narrowing at highs despite volume = absorption warning | Price 36.17 represents ~30% gain from base = extended markup susceptible to correction | No confirmed ARD or SOW yet but Jun 18 bar demands monitoring | If price fails to sustain above 35.00 on next pullback = distribution confirmation pending,25,8,5,6,21
SHO,Distribution,High,72,Mixed,Bullish | Higher lows and higher highs from Apr lows (~8.86) through Jun highs (~12.07) | Acceleration visible May–Jun | Recent stalling near 12.00 resistance zone,"Mixed | Strong effort-to-result alignment through May markup | Jun 18 (4.52M vol, narrow close range) shows effort without proportional result | Jun 23–26 wide spread + heavy volume with reduced upside closes = potential supply absorption or distribution","Accumulation volume confirmed Jan 27 (7.35M climactic — SC candidate) | Feb 4–5 volume surge = AR/Spring behavior | Markup volume expanding May–Jun | Jun 26 (12.72M) — climactic spike, potential Buying Climax (BC) signal | Volume drying up on rallies near 12.00 prior to Jun 26 spike = warning","Accumulation: Jan 27 – Apr 7 (trading range 8.69–9.48) | Markup: Apr 8 – Jun 17 | Possible Early Distribution: Jun 18–26 (heavy volume, upper wick rejections, failed follow-through)",Accumulated between 8.69–9.48 | Markup executed Apr–Jun | Signs of potential offloading near 11.74–12.07 zone | Jun 26 spike with 12.72M volume = possible CO selling into retail buying,"Jan 27 Selling Climax (SC): 8.75 low, 7.35M vol | Jan 28–Feb 3 Automatic Rally (AR) + Secondary Test | Feb 4–5 Sign of Strength (SOS) attempt | Apr 6–7 Last Point of Support (LPS) ~8.89 | Apr 8–9 Sign of Strength breakout | May–Jun Markup channel | Jun 18 Potential Upthrust (UT) / Apr 14 (9.81 high retest passed) | Jun 26 Potential Buying Climax (BC) 12.72M volume",Jan 27 SC establishes accumulation range floor | Feb 4–5 high-volume recovery confirms demand | Apr retest of lows (~8.86–8.89) holds = LPS confirmed | Breakout above 9.48 resistance April 9 = start of markup | Price advances ~45% from SC low to Jun 26 high | Jun 17–26: repeated failure to sustain above 12.00 on heavy volume = distribution signal | Jun 26 volume (12.72M) is 6x average = climactic behavior,Jun 26 volume spike (12.72M) without confirmed price extension = Buying Climax risk | Multiple upper wicks Jun 17–26 near 12.00–12.07 = supply overhead | Volume expanding on down/stall days late June = distribution concern | No confirmed UTAD yet but conditions present | Markup may be exhausting — watch for failed rally back to 11.50–11.70 zone as potential SOW,25,8,5,7,22
SFL,Distribution,High,72,Mixed,Uptrend Jan–May (7.90→12.90) | Topping/Distribution zone May–Jun (12.28–12.94) | Markdown initiated late May through June,"Strong effort on Feb-11 spike (5.75M vol, +8.4% range) indicating SOS/markup acceleration | May-12 high-vol thrust (2.7M) failing to hold gains = buying climax signal | Late May–June selling pressure increasing with widening down bars","Expanding volume on down moves (May-22, May-26, May-27, Jun-18) | Shrinking volume on rally attempts in June | Volume climax on May-12 = BCLX signal | Absorption volume in Feb confirmed accumulation",Prior accumulation: Jan 5–28 (base ~7.90–8.77) | Markup: Jan 28–May 12 | Distribution: May 12–Jun 16 (12.28–12.94 range) | Active markdown: May 27–Jun 26,CO completed markup and is actively distributing | Bearish absorption visible at highs | CO appears to be exiting on strength; late participants trapped above 12.00,"SC/Spring: Jan 5 (7.90 low) | SOS: Feb 11 (breakout, 5.76M vol) | LPS: Feb 17–19 (pullback holds above 10.30) | BCLX: May 12 (12.90 high, 2.7M vol) | AR (Distribution): May 13 downside reaction | UT/UTAD: May 20–21 (12.86 test) | SOW: May 26–29 (breakdown on expanding volume) | LPSY: Jun 9–16 (weak rally ~11.49, fading) | Markdown accelerating: Jun 17–26",Price rejected 12.90 BCLX level twice | Rallies in June capped below 11.56 with declining volume | Jun 18 down bar on 1.94M vol breaches support | Jun 26 close at 10.53 tests Feb LPS zone | Distribution range roughly 11.50–12.90 | 38% retracement of full markup already achieved,"Markdown still early — potential LPSY rally not yet exhausted | 10.40–10.54 zone is key support (Feb LPS); breach confirms deeper markdown | If 10.40 holds on low volume, re-accumulation possible | Small-cap liquidity risk may distort volume signals | No climactic selling yet = markdown may extend gradually",25,9,5,6,23
