symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags,research_score,structural_events_count,caution_flags_count,key_observations_count,rank
DBRG,Accumulation,High,74,Mixed,Bullish | Base formed Feb–Mar (~15.32–15.47) | Breakout initiated early Apr | Markup sustained through July | Price progression: 15.33 → 15.92 | Higher lows consistently respected,"Mostly harmonious | Volume spikes (Apr-08 breakout, Apr-21 surge, Jun-30 climactic bar, Jul-24 expansion) correlate with price advancement | Some high-volume narrow bars suggest absorption but no reversal signal yet",Elevated on breakout bars and upthrusts | Declining volume on consolidation phases (constructive) | Jun-30 (11.3M) notable climactic spike — potential Buying Climax warning | Jul-24 (7.2M) renewed expansion — continuation signal | Low-volume pullbacks indicate lack of distribution pressure,Accumulation completed Feb–Mar | Distribution not yet confirmed | Late-stage markup with possible early distribution signals near 15.87–15.92 zone | No clear SOW (Sign of Weakness) yet,Appears to be in controlled markup | Absorption visible during tight consolidation periods | Possible testing of supply near 15.90+ | No aggressive dumping detected,"Spring/Test: Mar-18 low (15.32) — shakeout below range | Sign of Strength (SOS): Apr-08 breakout on expanding range/volume | Last Point of Support (LPS): Apr-29–May-04 pullback to ~15.54 | Secondary LPS: Jun-01 dip to 15.58 | Potential Buying Climax (BC): Jun-30 (15.82, 11.3M vol) | Automatic Reaction (AR) candidate: Jul-07–Jul-13 mild pullback | Renewed SOS: Jul-21–Jul-24 push to 15.92",~0.60 point range expansion from base (15.33) to current high (15.92) — ~3.8% net advance | Markup is gradual and controlled — not parabolic | Consolidations are brief and volume contracts appropriately | Jun-30 high-volume bar warrants monitoring for potential Phase D/Distribution entry | Jul-24 expansion to 15.92 is highest price in dataset — bullish continuation bias intact | Overall structure consistent with institutional accumulation followed by markup,"Jun-30 climactic volume (11.3M — 4x average) may signal temporary exhaustion | Jul-24–Jul-31 price stalling near 15.87–15.92 — potential resistance zone | Narrow price spread on high volume (Jul-28, Jul-29) may indicate supply entering | If price fails to sustain above 15.80 on next pullback, re-accumulation or early distribution possible | Dataset ends mid-markup — confirmation of continued SOS required | Low-float / NAV-like pricing pattern suggests possible bond/ETF — volume interpretation should be adjusted accordingly",24,7,6,6,11
PGNY,Distribution,High,67,Mixed,Higher lows and higher highs from April low (~16.10) through July peak (~33.06) | Parabolic acceleration May 8 gap-up | Consolidation/topping pattern developing July 13–31,"May 8 massive volume spike (4.4M) with large range gap-up = strong effort with result (SOS) | July high-volume days (Jul 16, Jul 28) showing effort WITHOUT proportional upside result = supply absorption | Late July declining closes on increased volume = effort failing","Accumulation phase (Feb–Apr): elevated volume on down-days drying up, springer volumes notable | Markup phase (May–Jun): rising price on moderate volume, healthy | Distribution zone (Jul): volume spikes on reversals, distribution days (Jul 22, Jul 28) | Volume contracting on rallies = weakening demand",Accumulation: Feb 27 climactic sell-off (5.2M = SC) | Mar–Apr base building with diminishing volume = BC/ST/Springs confirmed | Distribution: Jul 13–31 range 30.68–33.06 showing UTAD characteristics with failed follow-through,Completed accumulation campaign Feb–Apr | Executed markup May–July | Currently distributing into retail buying momentum near 31–33 range | Signs of professional selling on strength,"SC (Selling Climax): Feb 27 @ 16.755 low, 5.2M vol | AR (Automatic Rally): Mar 6 @ 18.49 | ST (Secondary Test): Mar 11–13 ~17.25–17.50 | Spring: Apr 10 @ 16.10 low | SOS (Sign of Strength): May 8 gap-up 23.39–23.72, 4.4M vol | LPS (Last Point of Support): May 15 ~22.57 | BU (Backup): May 22–26 | Markup acceleration: Jun 26–Jul 2 | UTAD candidate: Jul 13–16 push to 33.06 with reversal",Feb 27 climactic volume (5.2M) marked the SC cleanly | 78-day accumulation range 16.10–22.33 before breakout | May 8 SOS gap confirmed operator intent | Price nearly doubled from SC low to July high (~33.06) | July structure shows repeated failures above 32.00–32.40 = supply zone | Declining volume on July bounces signals demand exhaustion | Jul 28 wide-range down bar (30.87–31.04 close vs 29.93 low) on 1.7M = shakeout OR distribution | Jul 31 close 31.13 below prior supports,"No confirmed distribution top yet — could be normal LPS/pullback within markup | Insufficient data to confirm Phase E markdown initiation | Jul 28 low at 29.93 tests prior support — breach would confirm distribution | Choppy price action Jul 20–31 could be re-accumulation consolidation rather than topping | Low volume on some down days (Jul 23: 747K, Jul 24: 644K) may indicate lack of aggressive selling = bullish caveat",24,9,5,8,12
UE,Accumulation,High,62,Mixed,Primary uptrend from March 2026 lows (~19.83) to July highs (~23.92) | Current structure: consolidating/distributing between ~22.60–23.92 | Short-term lower highs forming since June 11 peak,Effort-Result divergence present | High volume on June 26 (3.45M) produced minimal net advance | June 18 high volume (1.88M) on down-close signals supply | July rally on declining volume suggests weakening demand,"Volume expansion on selling waves (June 15–18, June 26, July 22) | Volume contraction on rallies (April–May markup on moderate vol) | Recent July volume declining into range = absorption or waning interest",Net distribution bias in recent range (June–July) | Earlier accumulation confirmed Feb–March base (~19.83–20.92 range) | Current phase appears to be secondary distribution or re-accumulation test,Absorbed supply through Feb–March base | Marked up April–June | Now appearing to test commitment at elevated levels | Possible preparation for either markdown or secondary markup pending range resolution,"Selling Climax candidate: 2026-03-20 (2.37M vol, wide spread down) | Automatic Rally: 2026-04-02 to 2026-04-17 | Secondary Test: 2026-04-06–04-07 | Sign of Strength: 2026-06-09 breakout (23.63 close, 981K vol) | Buying Climax candidate: 2026-06-11 (24.11 high) | Upthrust After Distribution: 2026-07-16–07-17 (wide spread, moderate vol, rejection from 23.92) | Last Point of Supply region: 23.50–23.92",Range established: ~22.60–23.92 since mid-June | Three failed attempts above 23.63 in July | March low 19.83 remains structural support | Price compressing below June highs on declining volume | Feb 11 spike high (21.87) acted as resistance then support — now far below current range,Potential Upthrust/UTAD at July 16–17 highs not yet confirmed with aggressive markdown | Volume on July rallies insufficient to confirm renewed markup | June 26 anomalous volume spike (3.45M) unresolved — possible hidden distribution | Short-term structure shows lower highs (23.92 → 23.70 → 23.63) | Breakdown below 22.60 would shift bias to Phase D markdown,24,7,5,5,13
VISN,Accumulation,High,62,Mixed,Macro downtrend (19.50→9.64 gap-down) | Post-climax lateral consolidation (10.00–13.00) | Current drift lower within consolidation range (12.00→11.70) | Lower highs forming on rally attempts since May 22 peak,"Gap-down Apr 28 (massive volume ~20.5M, wide spread) = Selling Climax effort | Recovery Apr 29–30 shows upward result on high volume = Automatic Rally | Subsequent rallies to 12.65–13.04 on declining volume = weak effort/diminishing buying | Recent weakness Jul–present: price declining on moderate volume = distribution pressure or creek re-test","Climactic spike Apr 28 (20.5M) | Secondary spike Apr 30 (30.1M) = AR confirmation | Volume contracting on rallies (May–Jun) = lack of institutional buying conviction | Volume expanding on down days (Jul 1–2, Jul 20, Jul 28) = renewed distribution pressure | Overall volume declining across consolidation = drying up supply or demand exhaustion",Ambiguous — characteristics of both | SC+AR+ST pattern present (classic accumulation setup) | However: failure to sustain above 13.00 (Creek) | Lower highs Jun→Jul suggest possible re-distribution | Net price action biased downward from consolidation highs,Ambiguous intent | Initial response post-SC suggests absorption | Failure to mark up above 13.04 resistance suggests CO not yet committed to markup | Possible re-testing of lows or engineering a Spring below 9.64–10.00 lows,"Selling Climax (SC): 2026-04-28 (~9.64–9.90, vol 20.5M) | Automatic Rally (AR): 2026-04-29–04-30 (9.82→13.22, vol 16.6M–30.1M) | Secondary Test (ST): 2026-05-01–05-19 (price drifts 11.16–12.36) | Creek Resistance: 12.65–13.04 zone | Back-Up to Creek (BUEC): Jun 11–15 (12.65–13.04) | Last Point of Support (LPS) candidate: Jul 27–31 (~11.55–11.85) | Potential Spring setup if price breaks below 10.50",Pre-event price (Feb–Apr 27) ranged 17.50–19.70 indicating significant prior markdown | Gap-down Apr 28 from 19.53→9.64 = extraordinary event (possible corporate action/news) | 50%+ overnight loss signals forced selling or fundamental shock | Consolidation range established 10.00–13.20 over ~3 months | Price currently compressing at lower end of range (11.55–11.85) | Three attempts to hold 12.00+ all failed in July | Declining volume on compression = supply/demand equilibrium approaching decision point,"Possible corporate action gap (Apr 28) may invalidate pure Wyckoff structural analysis | Re-distribution within consolidation cannot be ruled out | Failure to reclaim 13.00+ creek weakens accumulation thesis | No clear Sign of Strength (SOS) bar with volume confirmation yet | If 10.50 breaks, Phase C Spring",24,7,5,7,14
TWO,Distribution,High,62,Mixed,Downtrend (Feb) → Spring (Feb 25 – Mar 9) → Markup (Mar 18 – May 11) → Distribution/Consolidation Range (May – July),"Effort without result dominant in late phase: high volume on Jul 02 (13.6M) with price drop to 12.07 suggests supply; ultra-low volume tight ranges (Jul 07–10, 0.48M–0.86M) indicate absorption but no upside follow-through",Feb 25 climactic volume (9.97M) = Selling Climax | Mar 19 surge (16.57M) = Sign of Strength | Mar–Apr volume expansion confirms markup | May 11 high-volume (8.05M) near highs = potential Buying Climax | Jun–Jul volume contraction with narrow ranges = No Demand / Possible SOW brewing | Jul 02 high-volume drop (13.63M) = Distribution signal,"Accumulation confirmed Feb–Mar (SC, AR, Spring, LPS pattern intact) | Distribution developing May–July (range-bound, declining volume, failed upside attempts, high-volume reversals)",CO absorbed supply aggressively in Mar (Spring to SOS) | CO distributed into strength May–Jun | Current behavior suggests CO is inactive or net seller on rallies | Tight range Jul suggests either re-accumulation or terminal distribution,"Selling Climax (SC): 2026-02-25 (9.0 low, 9.97M vol) | Automatic Rally (AR): 2026-02-26 (10.59 high) | Secondary Test (ST): 2026-03-09 (8.78 low) | Spring: 2026-03-09 (8.78 undercut) | Sign of Strength (SOS): 2026-03-19 (16.57M, gap up to 10.77) | Last Point of Support (LPS): 2026-03-23–3-27 | Markup Phase: Mar 23 – May 11 | Potential Buying Climax (BC): 2026-05-11 (12.71 high, 8.05M) | Automatic Reaction (AR-Dist): 2026-05-28–06-15 | Sign of Weakness (SOW) candidate: 2026-07-02 (12.01 low, 13.63M drop)",Price peaked at 12.71 (May 11) and has failed to break higher for 10+ weeks | Jul 02 high-volume breakdown bar (13.63M) is most significant warning signal | Price locked in 12.07–12.14 range since Jul 02 with extreme volume compression | No upthrust confirmed yet but range is narrowing dangerously | Accumulation base ~8.78–11.00 fully exploited; current range 12.07–12.71 is distribution territory,Jul 02 high-volume selling bar unconfirmed as SOW but warrants caution | No clear UTAD yet — could still form before breakdown | Volume compression Jul 07–17 may indicate hidden accumulation (re-accumulation) OR trap | Failure to reclaim 12.54+ with volume would confirm distribution dominance | Watch for break below 12.07 support with expanding volume as Phase E trigger,24,10,5,5,15
EFC,Accumulation,High,62,Mixed,Primary downtrend (Feb→Mar) | Selling Climax event (Mar-20) | Basing structure (Mar→May) | Tentative uptrend channel (May→Jul) | Late-stage consolidation/distribution risk (Jun→Jul),Effort-Result divergence present | High volume on Mar-20 (10.7M) produced limited follow-through selling = absorption | May-06 breakout volume (2.9M) with strong result = SOS candidate | Jun-26 high volume (3.6M) with narrow spread and close mid-range = supply re-emerging | Jul volume declining on upward probes = reduced demand,Elevated volume on downswings (Feb-Mar) consistent with distribution/markdown | Climactic volume Mar-20 signals Selling Climax (SC) | Volume contraction during Feb-Apr basing = reduced supply | Breakout volume May-06/08 confirms demand | Volume diminishing Jul = weakening sponsorship | High volume on pullbacks Jun-17/18 = warning,Accumulation: Mar-20 SC → Mar-23/24 AR → Mar-25 through Apr base = ST/Spring zone | Reaccumulation: May consolidation after SOS | Possible distribution embryo forming Jul with lower highs and declining volume on rallies,CO absorbed supply aggressively at Mar-20 SC | Marked price up through Apr-May | Currently appearing to distribute into retail buying at 13.40–13.84 zone | Reduced commitment on upside probes Jul,"SC: Mar-20 (11.28 low, 10.7M vol) | AR: Mar-23/24 (11.57 high) | Secondary Test: Mar-25/26 | LPS/Spring: Mar-27 to Apr-01 | SOS: May-06 (13.57, 2.93M) | BU/BUEC: May-07/08 | LPSY candidates: Jun-26 (3.6M narrow spread) | Jul-15 local high (13.84) = potential UTAD or resistance test",~55-day base from SC to SOS breakout is structurally valid | Price has advanced ~20% from SC low (11.28) to recent high (13.84) | Current range 13.24–13.84 showing compression | Jul volume lowest of entire dataset on several sessions | Support cluster: 13.24–13.37 | Resistance: 13.73–13.84,No sustained breakout above 13.84 = unconfirmed Phase D | Volume drying up on upside = demand exhaustion risk | Jun-17/18 high-volume down days suggest supply entering | Jul-23/31 declining closes with above-avg volume = distribution risk | Failure to hold 13.24 support would confirm Phase D failure and re-entry into markdown | Prolonged lateral action post-SOS without expansion = reaccumulation vs. distribution ambiguity unresolved,23,8,6,6,16
IVT,Distribution,High,62,Noisy,Broad uptrend from ~30.24 (Feb) to peak ~37.22 (Jul-17) followed by lower highs and lower lows; topping structure forming,"Effort increasing on downswings (high volume on selloffs Jun-18 12M, Jul-15, Jul-30) with diminishing upside result; buying effort near highs failing to sustain price",Climactic spike Jun-08 (2.7M) and Jun-18 (12.1M) signal potential Buying Climax/Upthrust activity | Volume drying up on rallies post-peak | Elevated volume on down days late July confirms supply dominance,Distribution — supply absorbing demand at upper range | Price failing to hold above 36.70–37.22 zone | Repeated rejection from highs with heavier volume,Likely offloading inventory into retail buying strength at highs | Jun-08 breakout surge used as markup exit point | Post-peak behavior consistent with CO defending range before markdown,Preliminary Supply (PSY): ~Jun-26 36.17 | Buying Climax (BC): Jun-29 36.25 / Jul-17 37.22 | Automatic Reaction (AR): Jul-01 34.93 | Secondary Test (ST): Jul-07 35.75 / Jul-16 36.71 | Upthrust (UT): Jul-17 37.22 high rejected | Sign of Weakness (SOW): Jul-30 high vol down bar to 35.20,12M volume Jun-18 is anomalous — likely institutional rebalancing or forced liquidation near top | Price range tightening between 35.20–36.73 post-peak | Rally attempts from late July failing below 37.00 resistance | Lower highs sequence: 37.22 → 36.73 → 36.02 → 35.83 confirms distribution progression,Jun-18 volume spike (12M) is extreme outlier — may reflect corporate event distorting Wyckoff read | Insufficient data to confirm full distribution count or markdown initiation | Range still potentially in Phase B — markdown not yet confirmed | Recovery bounce Jul-02 (35.57) and Jul-24 (36.45) could indicate residual demand delaying markdown,22,6,4,4,17
OCFC,Accumulation,High,62,Noisy,Downtrend from Feb highs (~19.84) into Spring low (~17.30 Mar-19) | Basing/re-accumulation range Mar–May (~17.30–19.56) | Breakout surge Jun-26 (~19.54 on 5.05M vol) | Partial distribution/pullback Jul | Attempt to re-establish markup stalling near 20.33,"Feb selloff: high effort (vol expansion) with significant price result (bearish) | Mar Spring: effort on downside yielded diminishing results (bullish divergence) | Jun-26 breakout: extreme effort (5.06M) with strong result (SOS bar) | Jul rally: effort declining on advances, increasing on reactions (mild concern)","Climactic sell volume Feb-23 (880K) and Feb-27 (877K) suggesting SC candidates | Low vol test Mar-Apr base confirms absorption | Jun-26 anomalous volume spike (5.06M vs avg ~800K) = Sign of Strength / Jump Across Creek | Jul volume diminishing on rallies, elevated on pullbacks = warning of supply re-entry",Accumulation dominant Feb-Mar base | Re-accumulation Mar–May confirmed by higher lows and low-vol tests | Jun-26 SOS breaks creek | Jul showing early distribution signals near 20.00–20.33 resistance,Absorbed supply Feb–Mar | Conducted low-vol testing Apr–May | Executed markup via June SOS | Now appears to be testing commitment levels near Jul highs — distribution not yet confirmed but monitoring,"SC (Selling Climax): ~Feb-23 (880.4K vol, wide spread down) | AR (Automatic Rally): ~Mar-02 to Mar-03 bounce | ST (Secondary Test): ~Mar-09 to Mar-13 | Spring: Mar-19 (17.30 low, 778.8K vol) | LPS (Last Point of Support): ~Apr cluster 17.42–17.64 | SOS (Sign of Strength): Jun-26 (19.54 close, 5.06M vol) | BU (Back-Up): Jun-29 to Jul-02 pullback | JAC test: Jul-06 to Jul-15 consolidation | Potential UT (Upthrust): Jul-16 to Jul-17 (20.33 high, vol 1.21M, reversal)",Feb-23 climactic volume marks likely SC | Mar-19 Spring at 17.30 is the structural low | Jun-26 SOS bar is the most significant structural event (vol 6x average) | Jul-16 printed 20.33 (cycle high) on elevated vol with reversal = potential Upthrust or resistance test | Price failed to hold 20.00+ through Jul-31 close (19.31) | Range approximately 17.30–20.33 | Current price ~19.31 retesting mid-range after UT,Jul-16 Upthrust (20.33 rejection) not yet negated | Jul-31 close 19.31 on 1.31M vol = supply re-entering | Volume on rallies declining post-SOS suggests weakening demand | No confirmed Phase E markup above 20.33 | Jun-26 vol spike may be event-driven (news/liquidity) rather than,21,9,5,7,18
NMRK,Accumulation,Low,52,Clean,Lateral-to-slightly-bearish range bounded ~13.57–17.35 | Lower highs forming after April peak ~16.93 | Multiple tests of lower support ~13.62–14.17,Effort NOT rewarded on upside | High-volume bars (2026-02-11/12) produced large drops = distribution or stopping action | April rally on declining volume = weak markup | July selloff (2026-07-29) on high volume with close near lows = bearish effort,Climactic volume on 2026-02-11 (2.3M) and 2026-02-12 (5.2M) = Selling Climax candidate | Volume drying up on rallies (Apr–May) = lack of demand | Spike 2026-06-26 (5.47M) on narrow range = anomalous | July-end selling on elevated volume = renewed supply,Mixed signals | Early Feb SC-like event followed by partial base | April markup failed to sustain = possible re-distribution | May–June decline retesting lows suggests possible secondary re-accumulation attempt | Not confirming clean accumulation,Operator appears to be testing both sides | Absorbed supply at lows ~13.57–14.0 multiple times | Distributed into strength at ~16.50–16.93 | Current behavior suggests operator has NOT committed to sustained markup,"SC=2026-02-12 (5.24M, low 13.36) | AR=2026-02-18/19 (rally to ~15.55) | ST=2026-02-23/24 (retest ~14.31) | Spring candidate=2026-03-02 (low 13.71) | Failed LPS=2026-04-17 (~16.66 high) | UTAD candidate=2026-04-20–23 (~16.99) | Secondary SC test=2026-06-01 (low 13.62) | Weak rally = no confirmed SOS",Price failed to hold above 16.00 after April UTAD-like move | May–June decline nearly retested February SC lows | June stabilization ~13.62–15.30 shows absorption but no strong buying | July rally capped ~16.10 with reversal back to ~14.89–15.00 | Structure is completing multiple re-tests without decisive breakout | Range is ~13.36–16.99 over ~6 months,No confirmed Sign of Strength (SOS) bar with volume | Multiple failed rallies above 16.00 = supply overhead heavy | July 29 high-volume selloff from 16.10→14.74 = potentially bearish LPS failure | PHASE_CONFIDENCE limited by ambiguous operator intent | Possible distribution within larger downtrend cannot be ruled out | Avoid long bias until sustained close above 16.00 with volume expansion,20,8,6,6,19
ENR,Accumulation,Low,52,Clean,Primary Downtrend (Feb–Mar) | Secondary Re-Accumulation Attempt (Apr–Jun) | Renewed Distribution/Weakness (Late Jun–Jul) | Current Ranging 20–21.5,Effort without result on multiple upside attempts (Jun high ~23.25 failed to hold) | Downside effort (Mar selloff) produced result | Recent low-volume rallies suggest weak demand,"High volume on markdown (Mar) confirming distribution | Volume expansion on Apr–Jun recovery rally (accumulation signals) | Anomalous spike May-05 (~2M, wide spread reversal) | Volume declining on Jul rally attempts — weak absorption",Early distribution evident Feb | Aggressive markdown Mar | Partial re-accumulation Apr–Jun | Secondary distribution/supply re-emergence late Jun–Jul | Net: Uncertain — supply not yet fully absorbed,Operator appears to be testing demand in 20–21 zone | Prior markup attempt (Apr–Jun) stalled near prior support-turned-resistance ~22–23 | No clear sign of committed institutional accumulation at current levels,PSY: ~23.52 (Feb-12) | SC: ~16.375 (Mar-12) | AR: ~20.63 (Apr-17) | ST: ~16.47 area (May-14/15/18) | Spring Candidate: May-20 low ~15.75 | SOS: May-21 to Jun-18 rally | LPSY: Jun-24 (~23.04) | Secondary Test/Weakness: Jul rollover from ~22.64 | Current Support Test: Jul 20–21 zone,"Mar selloff from ~23.5 to ~16.37 (-30.5%) classic markdown | Spring-like behavior May-20 (15.75 low, recovery on volume) | Jun-18 high-volume thrust to 21.52-23.04 range likely LPSY or SOS test failure | Price failed to reclaim Feb highs — bearish structural context remains | Jul consolidation 20–21.5 narrowing range — coiling | May-05 anomaly (21.01 open, 17.49 low, close 17.85) — likely news-driven shakeout/spring","May-05 extreme intraday spike (open 21.01, low 17.49) distorts structure — likely external catalyst | No confirmed LPS or SOS with follow-through above 23.5 | Jul rally attempts on declining volume — no conviction | Risk of re-test of Mar lows if 20.00 support fails | Phase assignment uncertain without broader market context | Only ~5 months of data limits full Wyckoff cycle identification",20,9,6,6,20
SBH,Accumulation,Low,52,Clean,Primary downtrend from Feb highs (~17.67) into May lows (~11.73) | Recovery rally from May lows forming higher lows | Current structure building base between ~13.80–15.50,Downside effort (high volume sell-offs Feb–May) produced results | Recovery effort (May–July) showing diminishing spread on advances — mixed signal | Jul 27–28 volume expansion on upside suggests emerging demand,High volume climactic selling Feb 9–10 (PS/SC candidate) | Volume contracting through base formation Mar–Apr | Spike volume May 11 (~3M) on breakdown — shakeout/spring candidate | Volume expansion on Jun 18 (4M) — absorption or manipulation | Jul 27–28 volume pickup on rally — early SOS behavior,Accumulation bias — price holding above spring lows (~11.54) | Higher lows forming since May 18 | Distribution risk capped near 15.50–16.00 resistance zone,Absorbing supply during low-volume tests Mar–Apr | Engineered shakeout May 11–18 below prior support | Quietly supporting price Jun–Jul on reduced volume | Beginning to markup cautiously Jul 27–31,"PS (Preliminary Support): ~Feb 11 (15.01 low, volume declining) | SC (Selling Climax): ~Feb 9 (3.84M, wide spread reversal) | AR (Automatic Rally): ~Feb 13 (16.47 high) | ST (Secondary Test): ~Feb 23–25 (low volume retest) | SOW (Sign of Weakness): Mar–May decline to 11.54 | Spring Candidate: May 18 (11.54 low, volume tapering) | LPS (Last Point of Support): Jun 3–5 (~11.87–11.99 zone) | SOS (Sign of Strength): Jun 8–12 rally | BU (Back-Up): Jun 15–22 retest | Emerging markup: Jul 27–31 push toward 15.50",Feb climax range ~17.67 to 15.01 defines supply zone overhead | May 11–18 shakeout below Mar–Apr lows = classic spring structure | Recovery from 11.54 to 15.50 = ~31% advance from spring | Price currently consolidating below Feb resistance (15.50–16.00) | Lower volume on pullbacks Jul 13–24 suggests healthy correction | Jul 27–28 volume surge with price advance = potential SOS/markup initiation,"No confirmed breakout above 16.00 resistance yet | Spring retest not cleanly validated — may revisit 13.00–13.50 | Jun 18 volume spike (4M) ambiguous — could indicate distribution | Structure shows multiple failed rallies (Feb 26, Apr 21–22) — overhead supply heavy | Overall base duration ~5 months — adequate but markup not confirmed | PHASE_CONFIDENCE_SCORE capped at 52 due to lack of definitive SOS above resistance",20,10,6,6,21
STNE,Accumulation,Low,38,Clean,Primary Downtrend (Feb–May) | Attempted Base Formation (May–July) | Lower highs from Feb peak ~18.19 to Jul ~11.43 | No confirmed uptrend structure,"Massive effort on 2026-03-03 (vol 22.1M, range 13.48–15.27, close 13.73) = Selling Climax signal but result failed to hold | Effort on 2026-04-24 (vol 9.4M, gap drop 15→12.22) = Secondary distribution event | Large vol spikes on 2026-05-13–15 with minimal recovery = supply overwhelming demand",Climactic volume 2026-03-03 (SC candidate) | Elevated vol on continued weakness Apr–May = bearish | Declining vol during Jul consolidation = ambiguous (absorption or disinterest) | Low vol rallies in Jun–Jul suggest weak demand,Tentative Accumulation Phase B/C — Possible SC: 2026-03-03 | Possible AR: 2026-03-11 (~14.58) | Secondary Test activity Mar–Apr | Second major markdown Apr 24 invalidates clean accumulation thesis | Possible re-accumulation base forming May 15–Jul 31 (~9.51–11.47),Ambiguous — Possible professional absorption near 9.51–10.40 zone (May 15–18) | No clear sign of markup initiation | Jun–Jul range-bound behavior consistent with testing/re-testing supply,"Possible SC: 2026-03-03 (22.1M vol, wide spread down) | Possible AR: 2026-03-11 (14.58 high) | ST/Creek test: 2026-03-20 (13.10 low) | Secondary Markdown: 2026-04-24 (gap to 12.22, 9.4M vol) | Possible Secondary SC: 2026-05-13–15 (10–12M vol, lows 9.45–9.60) | Possible Spring: 2026-05-15 (low 9.45, recovery to 10.21–11.09) | LPS candidates: Jun–Jul lows ~10.36–10.57","1. Two-phase markdown (Mar & Apr–May) severely damages accumulation thesis | 2. Spring-like behavior May 15–18 (low 9.45, strong recovery) is most significant bullish structural event | 3. Jun–Jul consolidation ~10.40–11.47 = possible Sign of Strength test zone | 4. Volume declining in Jul consolidation — needs expansion on upside to confirm | 5. Price ~11.38 at close Jul 31 is above Spring low but below all prior resistance levels",No confirmed LPS with volume expansion | Multiple failed rallies cap price below 12.00 | Apr 24 gap-down suggests potential fundamental/news-driven selling — not purely technical | Jul range lacks upside volume confirmation | Risk of Phase C re-test or failed spring remains elevated | Insufficient evidence to classify as clean Phase D markup,19,7,6,5,22
DHT,Accumulation,Low,42,Clean,Primary uptrend (Feb) → Distribution top (Feb 27–Mar 2) → Markdown (Mar–May) → Attempted re-accumulation base (May–Jun low) → Secondary rally attempt (Jun 15–Jun 22) → Failed markup → Renewed weakness,Effort without result on rally attempts | High volume on Mar 2 (13M) produced no follow-through | Jun 15 spike (7.8M) stalled immediately | Selling effort dominates on down-volume bars,Climactic volume on Mar 2 (13M) = potential BCLX/AR region | Drying volume on lows (May–Jun) suggests supply absorption | Jun 15 volume surge failed to sustain = SOW signal | Jul volume contracting on sideways action = inconclusive,Distribution confirmed at 19.49–20.55 zone (Feb 27–Mar 2) | Subsequent markdown to 16.32–16.35 (May 28–29) = potential SC/AR | Current range 16.35–20.09 defines macro trading range | Net bias: distributive with incomplete re-accumulation evidence,Likely distributing residual long inventory | Short-term absorption attempts visible but unconvincing | No clear commitment to markup phase | Operator maintaining range without breakout sponsorship,"BCLX_candidate: 2026-03-02 (20.55 high, 13M vol) | AR_candidate: 2026-03-09 (19.09 rally off lows) | ST_after_BC: 2026-02-27 (19.80) | Secondary_Test_low: 2026-03-13 (16.65) | SC_candidate: 2026-05-28–05-29 (16.35–16.32) | LPS_candidate: 2026-06-08–06-12 (base ~16.24–16.72) | SOS_attempt: 2026-06-15 (18.48, 7.8M) | LPSY_candidate: 2026-06-22–06-24 (19.77–19.96) | Secondary_Markdown: 2026-06-25–06-30 (18.08→16.53) | Creek_resistance: 18.50–19.00 zone",Feb uptrend ended with climactic action at 20.55 | Entire structure from Mar–Jul = 4-month trading range with lower highs | Re-accumulation hypothesis requires successful test of SC low with reduced volume + SOS above creek (18.50+) | Current price (18.57) sits mid-range | Jul volume contraction (avg ~2.5M) = waiting phase | Bull case requires volume-backed breakout above 19.00–19.50 | Bear case = range is,SOS on Jun 15 immediately reversed = bearish sign | LPSY at Jun 22–24 near prior resistance = distribution continuation possible | Price unable to sustain above 19.00 on multiple attempts | Jul range (16.53–18.99) compressing but no volume confirmation of accumulation | Decreasing volume in Jul does not confirm demand absorption decisively | Risk of Phase D failure / continued markdown toward 15.00–15.50 support if 16.32 SC low breaks | No confirmed Spring or LPS with follow-through SOS,18,10,7,7,23
