symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags
DNOW,Accumulation,High,62,Mixed,Primary downtrend (Dec–Feb) | Climactic selling event (Feb-20/23) | Subsequent trading range (Feb–June) | Tentative upside attempts lacking sustained follow-through,"Feb-20 massive effort down (10.6M vol, -18% range) with follow-through Feb-23 (14.2M vol) = climactic selling | Mar–June: reduced effort on rallies, price struggling to reclaim prior support levels | Recent June uptick showing modest effort with slight result improvement",Selling climax confirmed Feb-20/23 on extreme volume | Automatic rally Feb-Mar on declining volume | Mar–Apr base building on moderate vol | May volatility spike (May-07: 8.3M) = secondary test / shakeout candidate | June volume normalizing with mild uptick on advances,"Accumulation bias — SC (Feb-20), AR (Mar-04 ~12.44), ST/Secondary Tests (Mar–Apr lows ~11.1–11.35) | Spring candidate: Mar-17 low 10.935 on elevated vol with recovery | LPS candidates forming Apr–May | No clear Sign of Strength breakout yet",Absorbing supply in 11.10–12.50 range | Testing for remaining supply via May pullback | Cautious — no aggressive markup initiated; operator may still be accumulating or awaiting macro clarity,"SC: Feb-20 (13.23 close, 10.6M vol) | Continuation climax: Feb-23 (11.85, 14.2M vol) | AR: Mar-04 (12.44) | Secondary Test: Mar-12/13 (11.1–11.29 lows) | Spring: Mar-17 (10.935 intraday low, recovery close 11.12) | LPS Zone: Apr–May (11.84–12.28 range) | SOS attempt: Apr-30 (13.49, 4.5M vol) | Back-to-LPS: May-07 shakeout (12.65 low, 8.3M vol) | Potential re-LPS: June base ~13.23–13.71","Feb climactic cluster defines accumulation base | Spring at 10.935 held and recovered — structurally significant | Range upper resistance ~13.5–14.0 being tested in June | May-07 high-volume selloff is likely shakeout within range, not distribution | Price currently pressing upper range resistance with improving closes | Volume on June advances modest but not alarming",No confirmed SOS breakout above 14.0–14.4 resistance | May-07 shakeout volume (8.3M) could indicate lingering supply | Multiple failed attempts to hold above 13.5 | Markup not confirmed — could remain range-bound | Macroeconomic shock risk evident from Feb-20 gap event | Low-volume rallies in June may lack institutional conviction | Range duration (4+ months) without resolution increases false breakout risk
PTY,Accumulation,Low,38,Mixed,Primary downtrend from 13.24 (Jan) to 11.58 (Mar) | Partial recovery to 12.35 (May) | Secondary decline to 11.61 (Jun) | Lower highs and lower lows persisting,"High volume on down days (Mar 03: 3.5M, Mar 09: 2.4M, Mar 20: 2.6M) with significant price drops = supply dominant | Rally attempts on modest volume = weak demand | Jun 22 spike (2.5M) on down close = renewed supply pressure",Volume expansion on weakness | Volume contraction on rallies | No sustained volume surge on upside | Jun 22 bearish volume spike confirms supply re-entry,Bias toward Distribution or failed Re-accumulation | Price unable to hold above 12.35 | Successive lower highs after each rally = distribution signature,Likely offloading remaining supply | Testing demand at lower levels | No convincing absorption evidence | Possible markdown continuation in progress,PSY~13.24 (Jan 07) | BC~13.21 (Jan 06) | AR~12.12 (Mar low zone) | ST~13.15 area | SOW~Mar 03 waterfall (12.34→12.54) | LPSY candidates~12.35 (May 07) | Secondary test failure~Jun 22 breakdown,"Price rejected at 12.35–12.36 resistance (May) | Failed to reclaim 12.50+ on any close | Jun 22 high-volume down bar at 11.61 low = potential SC or continuation sell | 11.58 (Mar 27) is key structural support | Entire Apr–Jun range = narrow, weak rally with no follow-through",11.58 support breach on Jun 22 = bearish | No confirmed Spring or shakeout with reversal volume | Weak closes on rally days suggest no institutional absorption | Phase could shift to Markdown Phase D/E if 11.58 fails decisively | Do not interpret sideways chop as accumulation without volume confirmation
XIFR,Accumulation,High,62,Clean,Primary uptrend (9.36→13.25) with two distinct markup legs separated by consolidation ranges | First consolidation: ~10.42–11.40 (Jan–Feb) | Second markup: May–June breakout to 13.25 | Current pullback/consolidation: 11.47–12.48 range,"Feb-10 surge (6.07M vol, +9.3% range) = strong effort with result | May-06/08 breakout (3.16M/3.28M vol) confirmed markup | Jun-02 spike to 13.25 on 1.57M = climactic effort with limited follow-through | Recent low-volume sideways (318K–786K) = effort declining, result minimal — consistent with absorption",Declining volume on pullback from 13.25 high (positive) | Climactic volume at Jun-02 peak suggests Buying Climax (BC) characteristics | Volume contraction in Jun-12 to Jun-22 range (486K–786K) signals supply exhaustion | Elevated volume on down-bars Jun-03/04/05 = mild distribution pressure but absorbed,Net Accumulation bias maintained | Early base (Dec–Jan) clear accumulation | Re-accumulation confirmed Feb–Apr consolidation | Current phase post-June peak showing early-stage distribution characteristics OR secondary re-accumulation — ambiguous,Likely holding/defending 11.50–11.70 support zone | No aggressive supply introduction yet | Possible markup continuation being prepared if 12.00 resistance cleared with volume | CO appears to be absorbing supply quietly at current levels,PS (Preliminary Support): ~9.36 Dec-29 | SC (Selling Climax)/Base: Not applicable — uptrend origin | SOS-1 (Sign of Strength): Jan-06 breakout 10.82→11.40 on 3.12M vol | AR-1 (Automatic Reaction): Jan-07 to Jan-23 pullback to ~9.65 | LPS-1: Jan-26/27 ~9.50 low-volume test | SOS-2: Feb-10 surge to 11.265 on 6.07M vol | BC (Buying Climax candidate): Jun-02 at 13.25 | AR-2 (Automatic Reaction): Jun-03–11 pullback to 11.33 | Possible LPS-2 forming: Jun-11–22 range ~11.47–11.82,Price held above 11.33 low after BC at 13.25 — constructive | Volume declining into resistance tests = supply diminishing | 11.50 zone acting as new support (former resistance from Feb highs) | Jun-22 close at 11.69 on moderate volume — no breakdown | Two prior accumulation-to-markup cycles successfully completed | Pattern suggests higher probability of continuation than reversal if 12.00 cleared,BC at 13.25 unconfirmed — could mark intermediate top not just pause | No clean Spring event in current range — structure incomplete | Jun-05/08/09/10 showed consecutive lower closes on above-average relative volume = distribution risk | Price has not yet retested 13.25 resistance — overhead supply unknown | Small float behavior possible (volume spikes disproportionate) |
AUPH,Distribution,High,72,Mixed,Extended base (Dec 2025–Mar 2026) → Markup impulse (Apr 2026) → Re-accumulation range (Apr–Jun 2026) → Breakout surge (Jun 22),Mixed — Feb–Mar effort with high volume produced limited upside (absorption); Apr–May volume-price alignment improved; Jun 22 gap surge with massive volume signals climactic effort,Low volume base in Feb consolidation | Volume expansion on Mar 23 spring attempt | Strong markup volume Apr–early May | May 7 high-volume wide-spread selloff (UTAD/shakeout) | Jun 4 spike with price expansion | Jun 22 climactic blowoff volume (3.39M) with wide range and close below high,Extended accumulation completed ~Dec 2025–Mar 2026 | Distribution risk emerging post-Jun 22 climax,Accumulated aggressively in 13.50–14.50 zone | Marked up through Apr–May | Potential distribution setup initiated at Jun 22 climax bar,"SC (Selling Climax): Jan 2 2026 high-volume selloff to 15.01 | AR (Automatic Rally): Jan 7–8 to 16.19 | Secondary Test: Jan 12–20 | Spring: Feb 26–27 (13.52 low, high volume) | LPS (Last Point of Support): Mar 19–20 (~13.85–13.88) | SOS (Sign of Strength): Mar 31–Apr 2 breakout | BU (Back-up): Apr 29–May 1 pullback | UTAD/Shakeout: May 7 (14.40 intraday, high volume 2.8M) | Secondary SOS: May 11–Jun 3 re-markup | Climax Bar: Jun 22 (17.16–18.40, 3.39M volume)","Jun 22 bar is a textbook Buying Climax (BC) candidate — widest range in dataset, highest volume (3.39M), closes well off high (18.40 to 17.53) | Price has now exceeded all prior resistance levels suggesting full markup completion | May 7 shakeout (14.40) successfully tested accumulation lows and absorbed supply | The re-accumulation Apr–Jun held above 15.00 consistently confirming underlying demand | Feb low (13.52) remains key long-term support anchor",Jun 22 Buying Climax signals potential distribution onset — do not chase longs | Close at 17.53 vs high 18.40 = significant wick rejection (bearish intrabar reversal) | No confirmation of continued markup yet — watch for AR then ST in coming sessions | May 7 wide-spread down bar (16.295 to 14.40) was never fully explained — residual supply risk | Thin volume on several consolidation days suggests illiquidity risk on reversals | Phase E climax without volume follow-through next session = elevated distribution probability
HE,Accumulation,High,72,Mixed,Bearish — lower highs and lower lows from Feb 2026 peak; recovery attempts capped; current price ~13% below distribution apex,"Bearish divergence dominant — large effort on Jan-09 rally (5.3M vol, +1.11) initially productive; Feb-05/06 climactic push on rising vol with minimal net gain; May-11 break on 5.5M vol with large spread confirms supply dominance","Climactic volume Jan-06 (6.2M) marks likely Buying Climax (BC) | Automatic Reaction follows | Volume dries up on rallies Feb onward | High vol on breaks (May-11: 5.5M, Mar-20: 7.7M) confirms distribution | Recent vol contraction on weak closes signals no absorption",DISTRIBUTION — BC Jan-06 | AR Jan-12/13 | ST Jan-29/Feb-06 | SOW Mar-06/May-11 | LPSY formations at 15.2–15.8 zone | No credible re-accumulation structure detected,Distributing — CO sold into Jan-06 BC spike; tested supply Jan-28/Feb-06; confirmed markdown via May breakdown; current action shows no CO support at lows,"BC=2026-01-06 (13.73, 6.2M vol) | AR=2026-01-12/13 (14.31/13.77) | UT/UTAD=2026-01-29 (16.67 high) | Secondary Test=2026-02-06 (17.38 high, climax) | SOW=2026-03-06 (14.62 low breach) | Major SOW=2026-05-11 (13.34 low, 5.5M vol) | LPSY=2026-04-06 to 2026-05-08 (15.4–15.63 zone) | ICE Break=2026-05-11 | Current=Markdown/weak bounce","Jan-06 volume spike (6.2M) on wide spread into 13.73 = textbook BC | Feb-06 marginally higher price (17.38) on high vol = UTAD/distribution test | Price failed to sustain above 15.80 on every post-Feb rally | Mar-20 anomalous volume (7.7M) at 14.06 close = supply test, demand absent | May-11 breakdown on 5.5M vol = confirmed markdown entry | Jun-18 high vol (3.1M) on new lows = continued selling pressure | Current 12.88–13.02 zone approaching potential support; no reversal signals yet",Possible short-term oversold bounce near 12.85–13.10 support zone | Jun-18 volume (3.1M) elevated — watch for potential selling climax / SC behavior | No confirmed SC or AR structure yet to signal Phase A of new accumulation | Mar-20 volume anomaly (7.7M) never resolved bullishly — unresolved supply overhead | Range 13.00–15.80 now acts as resistance | Premature long entries risk catching falling knife without SC confirmation
SHO,Accumulation,High,82,Clean,Bullish | Base: 8.69–9.67 range (Dec 2025–Mar 2026) | Breakout: late Apr 2026 | Markup continuation: May–Jun 2026 | Price advanced from ~8.69 to ~12.07 (+38.9%),"Positive alignment in markup phase | High-volume thrusts (Feb 4–5, Apr 8–10, May 14, May 21–22, Jun 11, Jun 18) produce upside price expansion | Low-volume pullbacks confirm lack of supply",Accumulation base showed climactic sell volume (Jan 27: 7.35M — SC candidate) | Feb 4–5 high-volume reversal bars confirm AR/Spring absorption | Markup volume increases on advances | Recent Jun 18 spike (4.52M) notable — potential distribution signal at resistance,Accumulation completed: Jan–Apr 2026 trading range (8.69–9.83) | SC: Jan 27 | AR: Feb 4–5 | Secondary Test: Feb–Mar consolidation | LPS: Apr 6–7 | SOS: Apr 8–10 breakout | Markup Phase E underway,Accumulation completed; CO now in distribution positioning territory | Aggressive markup through May–Jun 2026 consistent with CO markdown preparation or continued markup | Jun 18 high volume with upper wick warrants monitoring,"SC: 2026-01-27 (7.35M, sharp drop to 8.75) | AR: 2026-02-04/05 (high volume reversal, 4.99M/8.26M) | ST: 2026-02-12/Mar consolidation | LPS: 2026-04-06/07 | SOS: 2026-04-08 to 04-10 | BU/Retest: 2026-04-15/16 | Markup acceleration: May–Jun 2026 | Potential UT/UTAD zone: Jun 15–22 near 12.00–12.07",,Jun 18 volume spike (4.52M) with close below intraday high — possible churning/distribution signal | Jun 22 shows narrow range near highs on elevated volume — potential SOW (Sign of Weakness) precursor | Price extended ~38% from base low without major correction — overbought risk | Upper wick rejections appearing at 12.00–12.07 resistance zone | No confirmed distribution structure yet but early warning signs present
PEB,Accumulation,High,62,Mixed,Bullish markup from Dec 2025 lows (~11.23) to Jun 2026 highs (~19.60) | ~75% price appreciation | Consistent HH/HL structure through May | Late-stage acceleration Jun 2026 | Potential Buying Climax (BC) forming at 19.39-19.60,"Effort/Result divergence emerging at highs | Jan-12 spike (5.4M vol, narrow range) = effort without result | Apr-29 high vol (9.2M) with limited follow-through | Jun-16 (6.1M) and Jun-17 (6.4M) large range but reversal candle Jun-17 = climactic exhaustion signal | Jun-22 elevated vol (6.7M) with narrow range = absorption/churning",Volume expansion on upthrusts | Climactic volume surge Jun-16 to Jun-22 | Churning behavior at highs = supply entering | Early trend vol (Jan-Mar) orderly and progressive | Volume expansion Apr-08/09 confirmed breakout legitimacy | Recent vol cluster at highs = potential BC/ARdistribution setup,Prior base Dec 2025 - Jan 2026 (~11.23-11.57) = Accumulation completed | Markup confirmed Jan-Feb | Current zone 18.50-19.60 showing early distribution characteristics | No confirmed markdown yet,CO executed accumulation in Dec-Jan base | Drove markup through Apr-Jun | Now appearing to distribute at elevated prices | Jun-16 upthrust to 19.39 with heavy vol and reversal = potential CO offloading | Jun-22 narrow range high vol = continued supply absorption,PS (Preliminary Support): Dec 31 ~11.23 | SC (Selling Climax): Jan-02 wide range 11.16-11.76 | AR (Automatic Rally): Jan-06 to Jan-09 ~12.33 | ST (Secondary Test): Jan-14/15 ~12.01-12.04 | SOS (Sign of Strength): Feb-10/11 breakout ~12.83-12.86 | LPS (Last Point of Supply): Mar-12/13 pullback ~11.57-11.84 | Markup Phase: Mar-23 through Jun-15 | BC (Buying Climax): Jun-16 ~19.39 | AR (Auto Reaction): Jun-17 drop to ~18.09 | ST (Secondary Test of BC): Jun-18/Jun-22 ~18.69-19.06,75% rally from base complete | BC candidate confirmed Jun-16 with 6.1M vol and wick reversal | Jun-17 wide-spread down bar on 6.4M = Automatic Reaction | Jun-22 narrow range 18.655-19.09 on 6.7M = churning/supply absorption | Price failing to sustain above 19.00 | Three consecutive sessions holding 18.65-19.09 = potential distribution trading range forming | Uptrend channel extended and parabolic into Jun,No confirmed markdown — distribution not yet validated | Could be re-accumulation pause before further markup | Jun-22 high volume may represent
PGNY,Accumulation,High,62,Mixed,Primary downtrend from 28.63 (Jan 12) to 16.10 (Apr 10) | Secondary uptrend initiated from Apr 10 low | Current price recovering toward prior distribution zone | Structure shows higher lows and higher highs since Apr 10 spring,Feb 27 massive volume (5.2M) with extreme range and close well off high = Selling Climax effort confirmed | Mar–Apr low-volume narrow ranges = lack of selling effort | May 8 gap-up surge (4.4M) on wide spread = strong upside effort with positive result | Jun 18 high volume (3.06M) narrow spread near highs = minor absorption/caution,Climactic spike Feb 27 (5.2M) = SC | Drying volume Mar–Apr base = no supply | May 8 volume surge = Sign of Strength impulse | Volume declining on pullbacks post-May 8 = constructive | Jun 18 elevated volume with narrow spread = potential supply entering,Accumulation — Distribution phase completed Dec–Jan | Markdown phase Jan–Apr | Accumulation base Apr–May | Re-accumulation / Phase C–D transition underway,Absorbing supply in 16.10–18.60 range (Mar–Apr) | Engineered spring near 16.10 (Apr 10) | Markup initiated May 8 with gap and high volume | Testing markup progress with controlled pullbacks | Supply emerging near 26–27 zone matching prior distribution area,PSY (Preliminary Supply): Jan 8 high 28.49 | BC (Buying Climax): Jan 12 close 28.42 | AR (Automatic Reaction): Jan 13–15 drop to 24.26 | ST (Secondary Test): Jan 20–23 | SOW (Sign of Weakness): Jan 27–Feb 27 series of lower lows | SC (Selling Climax): Feb 27 low 16.755 on 5.2M volume | AR (Automatic Rally): Mar 6 bounce to 18.49 | ST (Secondary Test): Apr 10 low 16.10 = Spring | SOS (Sign of Strength): May 8 gap surge to 23.72 on 4.4M | LPS (Last Point of Support): May 14–22 pullback holding 22.57–24.28 | BU (Back-Up): May 26–Jun 5 retest | Continued markup: Jun 15 new recovery high 27.17,Spring confirmed Apr 10 at 16.10 with volume drying | May 8 SOS gap is the most significant bullish structural event | Price has recovered ~67% of the full markdown range | Jun 15 high 27.17 approaching Jan distribution zone 26.70–28.63 | Pullbacks since May 8 showing diminishing volume = healthy | Jun 18 spike volume (3.06M) on narrow spread near 26+ = watch for supply re-entry | Current range 25.65–26.91 represents potential test of prior distribution,Approaching prior distribution zone 26.70–28.63 — supply likely to increase | Jun 18 high-volume narrow spread = possible absorption or distribution restart | Jun 22 volume 2.5M with narrow
TH,Accumulation,High,82,Mixed,Bullish | Higher lows and higher highs established from ~6.72 (Jan 28) through 20.16 (Jun 18) | Multiple re-accumulation zones absorbed supply | No significant distribution topping pattern detected yet,"Positive alignment dominant | High-volume thrusts yield price expansion (Mar 11: 965K→+14%, Apr 1: 9.7M→+36%, May 11: 5M→+18%) | Some effort-result divergence in consolidation zones (Apr 22: 7.2M on reversal bar — caution) | May 28 high-volume down bar (6M) signals supply test","Accumulation phase: declining/moderate volume on weakness, expanding on rallies | SOS events: explosive volume confirming absorption | Post-breakout: volume normalizing on re-accumulation | May 28 anomaly: 6M share dump warrants monitoring | Jun recovery volume healthy (1.1M–1.6M range)",ACCUMULATION COMPLETE | Phase A (SC/AR): Dec 29–Jan 16 selling climax zone | Phase B (base building): Jan 20–Feb 20 trading range | Phase C (Spring): Jan 28 low ~6.72 (Spring/test) | Phase D (SOS): Feb 24–Mar 12 markup thrust | Phase E: Apr 2026–present markup with re-accumulation pauses,BULLISH — CO absorbed supply aggressively in 6.72–8.50 range | Engineered spring at 6.72 | Executed markup in multiple thrusts | Re-accumulation phases visible Apr–May 2026 (~13.60–15.30) and May–Jun 2026 (~16.10–17.50) | Currently facilitating continued markup toward 20+ targets,SC (Selling Climax): ~Jan 28 @ 6.72 | AR (Automatic Rally): Feb 2–3 @ 7.04–7.15 | ST (Secondary Test): Feb 12–20 @ 6.99–7.08 | Spring: Jan 28 6.72 low | SOS #1: Feb 24–26 high-volume thrust through resistance | BU (Back-Up): Mar 2–10 test ~7.62–7.98 | SOS #2 (Gap Breakout): Mar 11–12 @ 9.08–9.70 explosive | LPS: Mar 13–31 consolidation ~9.03–9.39 | SOS #3: Apr 1 gap thrust @ 12.66–13.88 | Re-Accumulation Zone 1: Apr 6–30 ~13.62–14.54 | SOS #4: May 4–6 thrust to 15.79 | Re-Accumulation Zone 2: May 7–Jun 5 ~15.29–17.50 | SOS #5: Jun 8–18 thrust 16.71→20.16,1. Full Wyckoff accumulation cycle textbook-clean from Dec 2025–Feb 2026 in 6.72–8.46 range | 2. Three distinct SOS breakout thru,
SLDE,Accumulation,High,58,Noisy,Macro Downtrend from ~19.89 (Dec 29) → Spring low ~15.75 (Jan 26) | Markup attempt to ~19.93 (Apr 17) | Secondary distribution/re-accumulation zone ~18.00–19.00 | Current weakening ~16.00–17.00 range suggests potential Phase B of secondary accumulation or Phase C re-test,"Feb 24-25 massive volume surge (2.6M→6.0M) with large price thrust (+~3.20) = strong effort with strong result (Sign of Strength) | Mar 20 ultra-high volume (8.6M) with wide spread down = climactic supply effort, poor upside result (Selling Climax characteristic) | Jun 3 volume spike (1.2M) on wide down bar to 16.19 = supply effort with negative result | Recent low-volume drift downward = no demand",Volume expands on down bars Jan–Feb (bearish pressure) | Explosive volume Feb 24-25 signals institutional interest | Elevated volume on weakness Mar 6–20 suggests supply re-entry | Volume contracts in trading range Apr–May (absorption) | Jun volume low on decline = potential testing behavior but no confirmation of demand,Primary Accumulation: Jan 13–Jan 29 (PS ~19.89 | SC ~16.09 | AR ~17.34 | ST ~16.27 | Spring ~15.75) | Secondary Distribution/Re-Accumulation: Apr 17 (UTAD/SOW attempt ~19.93) through current | Current zone ~16.00–17.00 resembles secondary test or Phase C re-test of broader re-accumulation,Absorbed supply aggressively Feb 24-25 (markup signal) | Distributed into Apr 17 highs (~19.93) on expanding volume = likely secondary distribution | Re-entered demand zone May–Jun at 16.00–17.00 | Behavior suggests CO testing commitment of weak holders; final intent unclear,"PS (Preliminary Support): ~19.15 Dec 29 | SC (Selling Climax): ~16.09 Jan 15 | AR (Automatic Rally): ~17.34 Jan 30 | ST (Secondary Test): ~15.75 Jan 26-28 (Spring) | SOS (Sign of Strength): Feb 24-25 surge | LPSY/SOW: Mar 6-20 rollover from ~19.93 | Secondary SC candidate: Mar 20 (~15.95 low, 8.6M vol) | Re-accumulation range: Mar 23–May 22 ~17.50–19.00 | Potential Creek re-test: Jun 3 break to ~16.19","Spring confirmed at 15.75 with subsequent markup to 19.93 (+26.5%) | Apr 17 high (19.93) met prior resistance (~19.89 Dec) = logical distribution zone | Mar 20 climactic volume (8.6M, highest in dataset) at 16.37 close suggests potential Selling Climax in secondary structure | Jun 3 break below 17.00 on elevated volume (1.28M) tests",
SGRY,Accumulation,Low,38,Noisy,Primary downtrend from ~16.44 (Jan-16) to ~11.41 (Mar-27) | Tentative recovery attempt Apr-Jun | Lower highs still dominant at macro level | Recent range ~13.20–15.50 acting as contested zone,"Mar-03 massive effort (5.88M vol, -1.96 gap down) with sustained follow-through = supply dominance | Feb-11 spike (5.24M) produced sharp rally but quickly faded = absorption incomplete | May-06 volume surge (4.52M) with poor close = renewed supply | Jun-11/12 breakout attempt on moderate volume shows effort but result capped below prior highs","Elevated volume on down-breaks (Mar-03, Feb-05, Jan-14) = distribution/markdown confirmed | Low volume bounces throughout March = weak demand | Volume expansion on Jun-11/12 potentially constructive but insufficient to confirm | Overall volume trend declining = drying supply possible but demand unconfirmed","Partial accumulation signals present (Feb-11 spring-like reversal, Mar low stabilization, shrinking ranges Apr–May) | Countered by persistent selling pressure resurgence (May selloff, Jun-17/18 fade) | Net: inconclusive accumulation | More consistent with re-accumulation attempt within larger markdown",Likely distributing/absorbed above 15.00–16.00 zone (Dec–Jan) | Testing demand at lower levels | No clear sign of committed upside campaign | Possible shakeout activity Feb-11 and Mar low zone | Jun rally may be markup test or secondary test of resistance,PSY(Preliminary Supply)~Jan-08 vol spike 2.27M | UTAD attempt Jan-16 high 16.44 | Sign of Weakness Jan-27/28 sharp break | Creek break Mar-03 gap down 5.88M = SOW confirmed | Secondary Test Mar lows Mar-17/18 | Spring candidate Mar-27 low 11.41 on declining volume | Phase C ST Apr rally | LPS attempts Apr–May | Possible JAC Jun-11/12 | Failed test Jun-15–18,Price unable to sustain above 15.00–15.50 resistance on multiple attempts | Jun-11/12 breakout to 15.31/15.13 immediately reversed to 14.23 Jun-17 = weak markup | Range ~11.41–16.44 over ~6 months with no clear directional resolution | Declining volume into May lows suggests supply exhaustion tentatively | Jun consolidation 13.20–13.85 is tight but below key resistance,No confirmed LPS above creek | Jun-17/18 sharp reversal after new high attempt = bearish signal | Price back in mid-range ~14.55 = indecision | Multiple failed breakout attempts above 15.00–16.00 resistance band | Low confidence in accumulation without volume confirmation on upthrusts | Mar-03 event suggests potential larger distribution still in control | Macro trend still bearish until 15.50+ is reclaimed with conviction
NTST,Distribution,High,62,Mixed,Bearish Deterioration — lower highs from 21.30 (Mar-04) peak | rising lows from Jan accumulation now broken | price below all recent consolidation highs | descending structure from Apr-23 peak (21.18),"Effort exceeding Result on upthrusts (Feb-12 spike 8.97M vol, minimal net gain) | Declining results on rally attempts Apr–May | Jun sell-off showing effort confirming weakness","Elevated volume on down days (Jun-16: 1.58M, Jun-18: 2.39M) | Volume contracting on rallies (Apr-27: 742K, May-14: 779K) | Feb-12 anomaly (8.97M) = likely UTAD or Buying Climax signal | Volume expansion on weakness = distribution confirmed",Distribution — price rejected at 21.30 range highs | multiple failed rally attempts | supply overcoming demand consistently since Mar | current price action near 19.20 suggests testing demand zone,Bearish bias — CO appears to have offloaded inventory during Feb–Mar markup phase | now allowing price to drift lower with minimal support | no evidence of aggressive re-accumulation yet,"Potential Buying Climax: Feb-12 (8.97M vol, wide spread to 19.87) | Automatic Reaction: Feb-18 (drop to 19.77) | Secondary Test: Feb-23/24 | UTAD Attempt: Mar-04 (21.30 high) | Sign of Weakness: Mar-19/20 (drop to 18.86, vol 2.77M) | Last Point of Supply: Apr-23 (21.18, fading) | Multiple Minor SOW: May-27 through Jun-18","Price peaked at 21.30 on Mar-04 and has made no new highs since | Apr-23 rally to 21.18 = lower high = failed LPSY | Persistent lower highs: 21.30 → 21.18 → 20.91 → 20.84 → 20.77 → 20.43 | Jun-18 close at 19.20 = approaching Jan accumulation lows (17.10–17.77) | Jun-22 close 19.42 = weak bounce, low conviction | Range resistance now ~20.50–20.70",Only ~5 months of data — limited context for full Wyckoff cycle confirmation | No clear PS/SC visible prior to Jan accumulation (data starts mid-accumulation) | Jun-22 data point may signal minor support test — premature to call terminal SOW | Volume on Jun-18 (2.39M) elevated but not climactic — further downside possible | Watch 18.65–19.00 as critical demand zone — breach would confirm markdown acceleration
GOF,Accumulation,Low,42,Mixed,Primary downtrend from 13.04 (Jan 6) to current 10.74 | Lower highs and lower lows dominant | Tentative stabilization zone forming 10.61–11.02 | No confirmed higher low structure yet,Effort-Result divergence present on downside | Mar 6–9 high volume climactic-style drop (2.9M–3.6M) with diminishing result | Apr–May rally on moderate volume shows weak demand | Jun selling resumes on moderate volume suggesting continued distribution or re-accumulation test,Climactic selling volume Mar 9 (3.62M) | Volume drying up on rallies (Apr 7: 811K | Apr 24: 567K) suggesting weak demand | Jun 9 spike (1.93M) on down close = supply re-entering | Jun 18 (2.33M) on wide down bar = renewed supply pressure | No clear Selling Climax + Automatic Rally sequence confirmed,Ambiguous | Price structure leans toward continued distribution or deep re-accumulation base | 10.61–10.74 represents potential Preliminary Support / Selling Climax zone | No Automatic Rally with strength confirmed yet,Composite Operator behavior suggests controlled markdown with periodic absorption testing | No clear evidence of aggressive accumulation | Possible re-accumulation attempt Apr–May failed at 11.63 | CO likely still distributing or testing absorption depth,"Potential PSY: Jan 6 (13.04) | Potential BC/SC zone: Mar 9 (11.07 low, 3.62M) | Automatic Rally attempt: Mar 31–Apr 10 (10.65→11.54) | Secondary Test: May 15–18 (11.13–10.99, elevated volume) | Potential Spring candidate: Mar 27 (10.59) | Failed rally / LPSY candidate: Apr 21 (11.63) | Renewed weakness: Jun 16–22 (10.81→10.645)","13-week downtrend from 13.04 to 10.645 (~18.3% decline) | Selling volume climaxed Mar 9 but no confirmed demand follow-through | Apr–May consolidation range 10.61–11.63 shows narrow spread, low volume = possible cause building OR continued weakness | Jun breakdown below 10.81 support threatens base integrity | Current price 10.74 near multi-month lows | Volume on recent selling moderate, not climactic = no confirmed SC yet",No confirmed Spring with strong upthrust | Jun 18–22 price action threatens to break below Mar 27 low (10.59) = invalidation of accumulation thesis | Low-volume rallies indicate absence of institutional demand | Phase C Spring may not yet be complete | Risk of Phase D markdown continuation if 10.59 breaks on volume | Premature long entries carry significant risk
